date,district,commodity,min_price_rs_per_quintal,modal_price_rs_per_quintal,max_price_rs_per_quintal,avg_price_rs_per_quintal
2023-10-30,Kolar,Tomato,704.38,868.18,1050.13,877.26
2023-10-31,Kolar,Tomato,665.64,783.76,1004.53,835.09
2023-11-01,Kolar,Tomato,744.53,908.27,1202.3,973.41
2023-11-02,Kolar,Tomato,608.69,720.7,914.24,761.47
2023-11-03,Kolar,Tomato,766.42,937.59,1079.27,922.85
2023-11-04,Kolar,Tomato,706.52,907.78,1210.23,958.37
2023-11-05,Kolar,Tomato,681.45,824.81,961.83,821.64
2023-11-06,Kolar,Tomato,633.73,764.19,869.24,751.49
2023-11-07,Kolar,Tomato,663.77,761.56,854.85,759.31
2023-11-08,Kolar,Tomato,804.71,935.36,1160.63,982.67
2023-11-09,Kolar,Tomato,868.21,1021.94,1153.2,1010.7
2023-11-10,Kolar,Tomato,614.64,801.34,909.28,761.96
2023-11-11,Kolar,Tomato,803.39,936.25,1100.1,951.74
2023-11-12,Kolar,Tomato,523.32,634.29,742.38,632.85
2023-11-13,Kolar,Tomato,723.33,818.14,1023.54,873.43
2023-11-14,Kolar,Tomato,788.69,888.19,1158.36,973.53
2023-11-15,Kolar,Tomato,596.34,786.44,1014.77,805.55
2023-11-16,Kolar,Tomato,687.1,786.97,917.31,802.21
2023-11-17,Kolar,Tomato,621.93,823.03,955.81,788.87
2023-11-18,Kolar,Tomato,758.46,942.1,1263.78,1011.12
2023-11-19,Kolar,Tomato,738.65,888.5,979.18,858.91
2023-11-20,Kolar,Tomato,499.15,646.38,853.18,676.16
2023-11-21,Kolar,Tomato,572.8,664.54,764.17,668.48
2023-11-22,Kolar,Tomato,638.79,850.31,1136.71,887.75
2023-11-23,Kolar,Tomato,761.5,982.22,1164.49,963.0
2023-11-24,Kolar,Tomato,503.79,601.81,728.24,616.02
2023-11-25,Kolar,Tomato,750.71,875.81,1118.22,934.47
2023-11-26,Kolar,Tomato,778.29,876.96,1093.49,935.89
2023-11-27,Kolar,Tomato,950.89,1111.08,1310.5,1130.69
2023-11-28,Kolar,Tomato,767.99,902.7,1117.95,942.97
2023-11-29,Kolar,Tomato,808.61,999.33,1281.82,1045.21
2023-11-30,Kolar,Tomato,731.32,974.84,1082.64,906.98
2023-12-01,Kolar,Tomato,542.83,706.78,779.44,661.13
2023-12-02,Kolar,Tomato,879.37,1059.25,1286.47,1082.92
2023-12-03,Kolar,Tomato,849.19,997.56,1130.19,989.69
2023-12-04,Kolar,Tomato,843.0,1037.39,1313.43,1078.22
2023-12-05,Kolar,Tomato,1248.38,1452.28,1675.23,1461.81
2023-12-06,Kolar,Tomato,609.46,735.81,889.02,749.24
2023-12-07,Kolar,Tomato,911.58,1197.68,1376.63,1144.11
2023-12-08,Kolar,Tomato,748.48,961.06,1188.95,968.71
2023-12-09,Kolar,Tomato,906.58,1034.91,1168.43,1037.51
2023-12-10,Kolar,Tomato,858.64,999.88,1105.65,982.14
2023-12-11,Kolar,Tomato,848.3,959.38,1067.58,957.94
2023-12-12,Kolar,Tomato,726.86,946.88,1267.46,997.16
2023-12-13,Kolar,Tomato,952.27,1059.8,1203.48,1077.88
2023-12-14,Kolar,Tomato,658.91,843.23,1076.91,867.91
2023-12-15,Kolar,Tomato,842.29,1120.42,1251.49,1046.89
2023-12-16,Kolar,Tomato,886.56,985.49,1110.68,998.62
2023-12-17,Kolar,Tomato,716.85,904.92,1110.54,913.69
2023-12-18,Kolar,Tomato,843.11,991.66,1206.07,1024.59
2023-12-19,Kolar,Tomato,933.09,1201.66,1607.7,1270.39
2023-12-20,Kolar,Tomato,830.11,991.73,1325.15,1077.63
2023-12-21,Kolar,Tomato,977.85,1104.16,1429.78,1203.82
2023-12-22,Kolar,Tomato,780.97,978.63,1223.8,1002.38
2023-12-23,Kolar,Tomato,988.75,1162.5,1410.98,1199.86
2023-12-24,Kolar,Tomato,901.94,1159.04,1378.15,1140.05
2023-12-25,Kolar,Tomato,1100.08,1303.84,1742.94,1421.51
2023-12-26,Kolar,Tomato,853.45,1066.18,1333.51,1093.48
2023-12-27,Kolar,Tomato,916.71,1172.74,1459.79,1188.25
2023-12-28,Kolar,Tomato,884.27,1109.53,1284.81,1084.54
2023-12-29,Kolar,Tomato,977.66,1258.53,1399.07,1188.37
2023-12-30,Kolar,Tomato,904.79,1022.03,1365.74,1135.26
2023-12-31,Kolar,Tomato,973.89,1202.96,1417.61,1195.75
2024-01-01,Kolar,Tomato,862.92,1096.75,1327.78,1095.35
2024-01-02,Kolar,Tomato,913.44,1117.68,1261.48,1087.46
2024-01-03,Kolar,Tomato,911.13,1141.66,1494.69,1202.91
2024-01-04,Kolar,Tomato,1004.85,1166.17,1290.85,1147.85
2024-01-05,Kolar,Tomato,1009.62,1127.21,1474.95,1242.29
2024-01-06,Kolar,Tomato,956.14,1172.17,1330.5,1143.32
2024-01-07,Kolar,Tomato,1178.96,1341.01,1772.34,1475.65
2024-01-08,Kolar,Tomato,1064.57,1275.12,1635.27,1349.92
2024-01-09,Kolar,Tomato,979.65,1266.38,1445.15,1212.4
2024-01-10,Kolar,Tomato,949.72,1112.61,1381.26,1165.49
2024-01-11,Kolar,Tomato,881.4,1065.75,1255.63,1068.51
2024-01-12,Kolar,Tomato,1095.31,1292.27,1479.08,1287.19
2024-01-13,Kolar,Tomato,1137.8,1287.91,1693.33,1415.57
2024-01-14,Kolar,Tomato,1113.63,1364.63,1638.76,1376.19
2024-01-15,Kolar,Tomato,991.88,1120.54,1344.24,1168.06
2024-01-16,Kolar,Tomato,1009.73,1170.56,1337.33,1173.53
2024-01-17,Kolar,Tomato,828.58,1006.43,1203.45,1016.02
2024-01-18,Kolar,Tomato,975.89,1161.11,1530.23,1253.06
2024-01-19,Kolar,Tomato,1064.69,1332.8,1587.08,1325.88
2024-01-20,Kolar,Tomato,1043.13,1162.21,1554.93,1299.03
2024-01-21,Kolar,Tomato,1105.14,1300.0,1737.55,1421.34
2024-01-22,Kolar,Tomato,911.83,1205.2,1369.38,1140.61
2024-01-23,Kolar,Tomato,1016.19,1271.84,1455.4,1235.79
2024-01-24,Kolar,Tomato,927.91,1100.08,1447.34,1187.63
2024-01-25,Kolar,Tomato,950.22,1252.85,1501.15,1225.68
2024-01-26,Kolar,Tomato,669.53,888.46,978.28,823.91
2024-01-27,Kolar,Tomato,1005.3,1229.71,1436.88,1221.09
2024-01-28,Kolar,Tomato,848.85,1061.19,1325.85,1087.35
2024-01-29,Kolar,Tomato,1147.12,1406.22,1827.83,1487.48
2024-01-30,Kolar,Tomato,1073.12,1359.41,1540.68,1306.9
2024-01-31,Kolar,Tomato,1027.8,1326.7,1496.03,1261.92
2024-02-01,Kolar,Tomato,1244.0,1457.75,1939.56,1591.78
2024-02-02,Kolar,Tomato,964.36,1165.84,1501.35,1232.86
2024-02-03,Kolar,Tomato,1165.22,1493.83,1863.47,1514.34
2024-02-04,Kolar,Tomato,1117.43,1400.39,1809.72,1463.57
2024-02-05,Kolar,Tomato,1060.61,1264.48,1526.49,1293.55
2024-02-06,Kolar,Tomato,1090.6,1433.42,1848.56,1469.58
2024-02-07,Kolar,Tomato,902.32,1168.62,1394.11,1148.21
2024-02-08,Kolar,Tomato,918.22,1206.62,1400.91,1159.56
2024-02-09,Kolar,Tomato,1078.17,1236.65,1585.7,1331.93
2024-02-10,Kolar,Tomato,1078.81,1250.27,1506.47,1292.64
2024-02-11,Kolar,Tomato,1027.8,1190.97,1602.26,1315.03
2024-02-12,Kolar,Tomato,1259.14,1468.47,1743.62,1501.38
2024-02-13,Kolar,Tomato,1100.88,1294.53,1722.28,1411.58
2024-02-14,Kolar,Tomato,1126.94,1371.72,1828.84,1477.89
2024-02-15,Kolar,Tomato,1070.41,1264.75,1467.69,1269.05
2024-02-16,Kolar,Tomato,845.25,1118.42,1453.45,1149.35
2024-02-17,Kolar,Tomato,1157.69,1372.94,1658.88,1408.28
2024-02-18,Kolar,Tomato,966.03,1114.64,1481.78,1223.9
2024-02-19,Kolar,Tomato,1105.06,1339.38,1624.04,1364.55
2024-02-20,Kolar,Tomato,953.79,1186.86,1526.39,1240.09
2024-02-21,Kolar,Tomato,1260.96,1592.9,1938.15,1599.55
2024-02-22,Kolar,Tomato,1241.78,1467.09,1697.35,1469.57
2024-02-23,Kolar,Tomato,1172.99,1373.65,1579.48,1376.23
2024-02-24,Kolar,Tomato,1334.85,1515.77,1828.56,1581.71
2024-02-25,Kolar,Tomato,1014.23,1265.66,1631.27,1322.75
2024-02-26,Kolar,Tomato,1242.33,1435.45,1796.13,1519.23
2024-02-27,Kolar,Tomato,1165.51,1397.15,1777.4,1471.45
2024-02-28,Kolar,Tomato,1242.21,1407.72,1647.86,1445.03
2024-02-29,Kolar,Tomato,1269.89,1531.52,1869.0,1569.45
2024-03-01,Kolar,Tomato,1216.18,1469.45,1632.71,1424.44
2024-03-02,Kolar,Tomato,1187.12,1418.84,1850.71,1518.91
2024-03-03,Kolar,Tomato,1024.67,1188.17,1601.02,1312.85
2024-03-04,Kolar,Tomato,1139.88,1274.03,1531.03,1335.46
2024-03-05,Kolar,Tomato,1047.88,1376.92,1518.38,1283.13
2024-03-06,Kolar,Tomato,1065.14,1405.17,1605.34,1335.24
2024-03-07,Kolar,Tomato,1122.72,1260.59,1592.29,1357.5
2024-03-08,Kolar,Tomato,1399.98,1687.78,2114.82,1757.4
2024-03-09,Kolar,Tomato,1332.77,1582.42,2052.35,1692.56
2024-03-10,Kolar,Tomato,1212.75,1474.71,1715.78,1464.26
2024-03-11,Kolar,Tomato,1079.61,1413.02,1824.07,1451.84
2024-03-12,Kolar,Tomato,1194.63,1380.74,1756.3,1475.46
2024-03-13,Kolar,Tomato,1115.3,1293.72,1527.5,1321.4
2024-03-14,Kolar,Tomato,1130.53,1418.92,1754.31,1442.42
2024-03-15,Kolar,Tomato,1147.84,1442.13,1639.44,1393.64
2024-03-16,Kolar,Tomato,1106.57,1263.68,1533.02,1319.8
2024-03-17,Kolar,Tomato,1106.43,1454.2,1919.98,1513.21
2024-03-18,Kolar,Tomato,1232.2,1396.79,1683.55,1457.88
2024-03-19,Kolar,Tomato,936.52,1187.72,1555.79,1246.15
2024-03-20,Kolar,Tomato,1102.85,1314.56,1640.0,1371.42
2024-03-21,Kolar,Tomato,1219.17,1369.24,1571.84,1395.51
2024-03-22,Kolar,Tomato,1402.24,1646.37,2050.18,1726.21
2024-03-23,Kolar,Tomato,1208.11,1487.52,1824.44,1516.27
2024-03-24,Kolar,Tomato,1076.41,1261.27,1513.1,1294.75
2024-03-25,Kolar,Tomato,1186.82,1480.57,1672.9,1429.86
2024-03-26,Kolar,Tomato,979.35,1237.19,1489.79,1234.57
2024-03-27,Kolar,Tomato,1397.22,1553.32,1736.91,1567.06
2024-03-28,Kolar,Tomato,1179.47,1367.31,1537.8,1358.64
2024-03-29,Kolar,Tomato,1196.37,1412.97,1701.18,1448.78
2024-03-30,Kolar,Tomato,1272.07,1583.57,1862.82,1567.45
2024-03-31,Kolar,Tomato,962.01,1270.19,1691.12,1326.56
2024-04-01,Kolar,Tomato,948.67,1257.09,1500.87,1224.77
2024-04-02,Kolar,Tomato,1128.65,1354.71,1746.86,1437.75
2024-04-03,Kolar,Tomato,1339.04,1549.26,1909.56,1624.3
2024-04-04,Kolar,Tomato,1031.75,1242.16,1585.03,1308.39
2024-04-05,Kolar,Tomato,950.03,1084.36,1263.31,1106.67
2024-04-06,Kolar,Tomato,1034.16,1369.73,1829.24,1431.7
2024-04-07,Kolar,Tomato,1199.18,1489.64,1836.01,1517.59
2024-04-08,Kolar,Tomato,1230.92,1566.93,2049.28,1640.1
2024-04-09,Kolar,Tomato,1116.72,1366.7,1628.1,1372.41
2024-04-10,Kolar,Tomato,1044.05,1372.21,1543.81,1293.93
2024-04-11,Kolar,Tomato,1392.6,1559.25,1977.8,1685.2
2024-04-12,Kolar,Tomato,936.69,1195.54,1317.41,1127.05
2024-04-13,Kolar,Tomato,1219.09,1372.32,1672.61,1445.85
2024-04-14,Kolar,Tomato,1172.59,1440.74,1654.26,1413.43
2024-04-15,Kolar,Tomato,1320.4,1470.65,1848.38,1584.39
2024-04-16,Kolar,Tomato,1128.32,1354.35,1821.4,1474.86
2024-04-17,Kolar,Tomato,1261.8,1418.35,1724.85,1493.32
2024-04-18,Kolar,Tomato,836.56,1114.22,1453.36,1144.96
2024-04-19,Kolar,Tomato,1148.8,1332.35,1634.72,1391.76
2024-04-20,Kolar,Tomato,1296.48,1464.19,1792.11,1544.3
2024-04-21,Kolar,Tomato,994.73,1290.25,1719.39,1357.06
2024-04-22,Kolar,Tomato,1080.48,1413.47,1869.3,1474.89
2024-04-23,Kolar,Tomato,1186.52,1458.2,1890.48,1538.5
2024-04-24,Kolar,Tomato,1211.87,1361.57,1598.57,1405.22
2024-04-25,Kolar,Tomato,1181.49,1421.16,1756.91,1469.2
2024-04-26,Kolar,Tomato,1063.85,1283.11,1483.25,1273.55
2024-04-27,Kolar,Tomato,1057.82,1371.71,1661.11,1359.47
2024-04-28,Kolar,Tomato,1100.81,1467.51,1791.91,1446.36
2024-04-29,Kolar,Tomato,1229.56,1410.82,1845.23,1537.4
2024-04-30,Kolar,Tomato,1006.75,1319.23,1746.67,1376.71
2024-05-01,Kolar,Tomato,1194.99,1414.06,1702.05,1448.52
2024-05-02,Kolar,Tomato,1304.51,1470.38,1623.93,1464.22
2024-05-03,Kolar,Tomato,887.58,1136.03,1494.38,1190.98
2024-05-04,Kolar,Tomato,1290.35,1518.43,1736.43,1513.39
2024-05-05,Kolar,Tomato,1017.95,1336.24,1677.6,1347.78
2024-05-06,Kolar,Tomato,1197.65,1424.82,1576.19,1386.92
2024-05-07,Kolar,Tomato,1173.14,1514.53,1817.24,1495.19
2024-05-08,Kolar,Tomato,1035.3,1203.28,1620.21,1327.75
2024-05-09,Kolar,Tomato,1017.6,1279.71,1439.89,1228.75
2024-05-10,Kolar,Tomato,1087.57,1327.1,1600.38,1343.98
2024-05-11,Kolar,Tomato,1062.07,1264.49,1488.04,1275.05
2024-05-12,Kolar,Tomato,1212.78,1563.49,2073.61,1643.19
2024-05-13,Kolar,Tomato,1075.84,1249.16,1645.57,1360.7
2024-05-14,Kolar,Tomato,1019.64,1281.93,1486.3,1252.97
2024-05-15,Kolar,Tomato,1163.34,1369.67,1534.44,1348.89
2024-05-16,Kolar,Tomato,926.46,1197.37,1504.84,1215.65
2024-05-17,Kolar,Tomato,1101.14,1290.58,1528.16,1314.65
2024-05-18,Kolar,Tomato,1055.78,1372.52,1740.38,1398.08
2024-05-19,Kolar,Tomato,1050.44,1290.78,1430.22,1240.33
2024-05-20,Kolar,Tomato,1035.61,1315.76,1491.22,1263.42
2024-05-21,Kolar,Tomato,1086.13,1259.63,1601.74,1343.94
2024-05-22,Kolar,Tomato,897.87,1137.55,1311.7,1104.78
2024-05-23,Kolar,Tomato,1194.53,1353.95,1779.62,1487.08
2024-05-24,Kolar,Tomato,1345.07,1521.97,1696.46,1520.76
2024-05-25,Kolar,Tomato,1020.75,1309.55,1511.05,1265.9
2024-05-26,Kolar,Tomato,1120.2,1330.28,1795.4,1457.8
2024-05-27,Kolar,Tomato,1054.86,1382.24,1670.11,1362.49
2024-05-28,Kolar,Tomato,924.06,1142.6,1457.66,1190.86
2024-05-29,Kolar,Tomato,1281.2,1494.99,1712.75,1496.98
2024-05-30,Kolar,Tomato,1112.65,1310.68,1641.58,1377.12
2024-05-31,Kolar,Tomato,1246.9,1477.89,1893.96,1570.43
2024-06-01,Kolar,Tomato,942.72,1189.73,1402.24,1172.48
2024-06-02,Kolar,Tomato,1203.15,1491.44,1949.65,1576.4
2024-06-03,Kolar,Tomato,1042.4,1361.83,1703.45,1372.93
2024-06-04,Kolar,Tomato,1141.53,1330.68,1593.2,1367.36
2024-06-05,Kolar,Tomato,1063.23,1287.86,1596.18,1329.71
2024-06-06,Kolar,Tomato,1049.3,1225.37,1524.59,1286.95
2024-06-07,Kolar,Tomato,1098.06,1394.64,1591.82,1344.94
2024-06-08,Kolar,Tomato,1008.53,1262.77,1516.19,1262.36
2024-06-09,Kolar,Tomato,804.29,1005.2,1192.02,998.16
2024-06-10,Kolar,Tomato,831.11,1102.47,1323.21,1077.16
2024-06-11,Kolar,Tomato,968.99,1209.48,1560.57,1264.78
2024-06-12,Kolar,Tomato,1100.49,1264.21,1543.14,1321.81
2024-06-13,Kolar,Tomato,1075.15,1215.41,1622.67,1348.91
2024-06-14,Kolar,Tomato,1128.74,1363.65,1600.13,1364.43
2024-06-15,Kolar,Tomato,800.64,978.38,1177.9,989.27
2024-06-16,Kolar,Tomato,924.31,1224.87,1588.34,1256.32
2024-06-17,Kolar,Tomato,868.28,984.58,1217.44,1042.86
2024-06-18,Kolar,Tomato,969.25,1288.98,1594.16,1281.7
2024-06-19,Kolar,Tomato,1053.59,1181.54,1315.45,1184.52
2024-06-20,Kolar,Tomato,1019.57,1238.27,1485.49,1252.53
2024-06-21,Kolar,Tomato,864.81,1079.27,1260.25,1062.53
2024-06-22,Kolar,Tomato,1183.2,1331.49,1797.29,1490.24
2024-06-23,Kolar,Tomato,978.22,1297.96,1527.81,1253.01
2024-06-24,Kolar,Tomato,1036.44,1237.96,1635.5,1335.97
2024-06-25,Kolar,Tomato,955.0,1147.37,1456.08,1205.54
2024-06-26,Kolar,Tomato,960.98,1227.46,1454.82,1207.9
2024-06-27,Kolar,Tomato,869.72,1068.01,1319.94,1094.83
2024-06-28,Kolar,Tomato,1060.19,1250.46,1638.27,1349.23
2024-06-29,Kolar,Tomato,1151.74,1340.68,1770.83,1461.28
2024-06-30,Kolar,Tomato,949.76,1266.16,1443.55,1196.66
2024-07-01,Kolar,Tomato,930.68,1045.09,1238.31,1084.5
2024-07-02,Kolar,Tomato,907.11,1170.96,1386.18,1146.65
2024-07-03,Kolar,Tomato,759.41,967.36,1074.26,916.84
2024-07-04,Kolar,Tomato,936.51,1186.18,1482.2,1209.35
2024-07-05,Kolar,Tomato,881.51,1166.52,1532.46,1206.98
2024-07-06,Kolar,Tomato,678.57,883.03,1055.57,867.07
2024-07-07,Kolar,Tomato,864.7,962.97,1237.43,1051.07
2024-07-08,Kolar,Tomato,847.82,1063.39,1336.6,1092.21
2024-07-09,Kolar,Tomato,810.46,1056.26,1261.08,1035.77
2024-07-10,Kolar,Tomato,721.8,942.23,1069.68,895.74
2024-07-11,Kolar,Tomato,968.65,1129.07,1442.2,1205.42
2024-07-12,Kolar,Tomato,972.68,1107.61,1455.0,1213.84
2024-07-13,Kolar,Tomato,827.32,1049.17,1333.98,1080.65
2024-07-14,Kolar,Tomato,735.71,976.86,1078.91,907.31
2024-07-15,Kolar,Tomato,931.14,1188.5,1371.59,1151.37
2024-07-16,Kolar,Tomato,952.96,1256.41,1403.88,1178.42
2024-07-17,Kolar,Tomato,761.59,994.88,1236.23,998.91
2024-07-18,Kolar,Tomato,794.04,974.61,1256.38,1025.21
2024-07-19,Kolar,Tomato,864.66,1102.2,1242.89,1053.78
2024-07-20,Kolar,Tomato,823.68,995.51,1303.7,1063.69
2024-07-21,Kolar,Tomato,801.41,1016.99,1259.93,1030.67
2024-07-22,Kolar,Tomato,996.01,1117.75,1422.33,1209.17
2024-07-23,Kolar,Tomato,704.44,795.18,1067.81,886.13
2024-07-24,Kolar,Tomato,983.52,1177.84,1320.27,1151.89
2024-07-25,Kolar,Tomato,822.23,1023.74,1356.77,1089.5
2024-07-26,Kolar,Tomato,775.74,961.05,1087.46,931.6
2024-07-27,Kolar,Tomato,807.86,995.18,1192.46,1000.16
2024-07-28,Kolar,Tomato,856.44,996.86,1308.74,1082.59
2024-07-29,Kolar,Tomato,645.33,789.16,1046.87,846.1
2024-07-30,Kolar,Tomato,1029.49,1171.86,1437.4,1233.45
2024-07-31,Kolar,Tomato,885.41,993.05,1239.84,1062.63
2024-08-01,Kolar,Tomato,829.93,1036.9,1324.16,1077.05
2024-08-02,Kolar,Tomato,912.2,1093.63,1430.68,1171.44
2024-08-03,Kolar,Tomato,651.65,852.66,963.83,807.74
2024-08-04,Kolar,Tomato,801.77,1027.81,1338.75,1070.26
2024-08-05,Kolar,Tomato,759.02,934.73,1140.67,949.84
2024-08-06,Kolar,Tomato,831.19,1064.36,1290.7,1060.94
2024-08-07,Kolar,Tomato,620.06,703.43,848.32,734.19
2024-08-08,Kolar,Tomato,729.49,942.81,1157.11,943.3
2024-08-09,Kolar,Tomato,718.85,878.42,1173.8,946.33
2024-08-10,Kolar,Tomato,839.8,998.74,1235.5,1037.65
2024-08-11,Kolar,Tomato,853.31,999.45,1337.56,1095.43
2024-08-12,Kolar,Tomato,689.86,854.36,978.3,834.08
2024-08-13,Kolar,Tomato,748.4,850.1,1089.01,918.7
2024-08-14,Kolar,Tomato,767.28,918.63,1197.03,982.16
2024-08-15,Kolar,Tomato,669.65,820.72,1042.14,855.89
2024-08-16,Kolar,Tomato,779.72,1025.83,1284.06,1031.89
2024-08-17,Kolar,Tomato,718.9,877.02,1088.56,903.73
2024-08-18,Kolar,Tomato,496.88,569.09,748.49,622.68
2024-08-19,Kolar,Tomato,732.37,869.62,1135.21,933.79
2024-08-20,Kolar,Tomato,688.23,786.7,889.42,788.83
2024-08-21,Kolar,Tomato,587.07,712.38,934.74,760.91
2024-08-22,Kolar,Tomato,580.82,756.51,910.47,745.65
2024-08-23,Kolar,Tomato,688.17,915.07,1064.61,876.39
2024-08-24,Kolar,Tomato,841.93,1058.38,1394.36,1118.14
2024-08-25,Kolar,Tomato,797.95,933.61,1127.8,962.88
2024-08-26,Kolar,Tomato,712.55,820.4,1068.23,890.39
2024-08-27,Kolar,Tomato,750.76,945.11,1101.86,926.31
2024-08-28,Kolar,Tomato,686.36,832.62,916.69,801.53
2024-08-29,Kolar,Tomato,651.94,801.73,981.21,816.57
2024-08-30,Kolar,Tomato,603.82,744.01,837.05,720.44
2024-08-31,Kolar,Tomato,525.63,669.84,863.15,694.39
2024-09-01,Kolar,Tomato,640.15,830.87,971.31,805.73
2024-09-02,Kolar,Tomato,697.12,894.31,1082.93,890.03
2024-09-03,Kolar,Tomato,653.29,861.51,966.41,809.85
2024-09-04,Kolar,Tomato,640.18,821.03,961.98,801.08
2024-09-05,Kolar,Tomato,567.58,755.38,978.5,773.04
2024-09-06,Kolar,Tomato,793.33,939.86,1069.47,931.4
2024-09-07,Kolar,Tomato,563.72,706.9,891.96,727.84
2024-09-08,Kolar,Tomato,856.77,956.24,1271.19,1063.98
2024-09-09,Kolar,Tomato,577.36,741.1,941.17,759.26
2024-09-10,Kolar,Tomato,616.97,769.41,1002.35,809.66
2024-09-11,Kolar,Tomato,548.19,682.1,768.89,658.54
2024-09-12,Kolar,Tomato,598.34,796.44,926.01,762.18
2024-09-13,Kolar,Tomato,851.56,972.23,1286.88,1069.22
2024-09-14,Kolar,Tomato,691.2,915.74,1171.02,931.11
2024-09-15,Kolar,Tomato,864.32,970.03,1222.12,1043.22
2024-09-16,Kolar,Tomato,807.9,914.11,1157.21,982.56
2024-09-17,Kolar,Tomato,596.13,717.94,864.08,730.1
2024-09-18,Kolar,Tomato,673.29,809.7,899.69,786.49
2024-09-19,Kolar,Tomato,640.18,754.87,978.39,809.28
2024-09-20,Kolar,Tomato,813.99,1007.35,1279.0,1046.5
2024-09-21,Kolar,Tomato,595.78,703.34,856.8,726.29
2024-09-22,Kolar,Tomato,721.57,953.56,1263.4,992.49
2024-09-23,Kolar,Tomato,722.41,952.92,1128.29,925.35
2024-09-24,Kolar,Tomato,871.67,1064.85,1249.69,1060.68
2024-09-25,Kolar,Tomato,662.43,795.76,1048.97,855.7
2024-09-26,Kolar,Tomato,821.45,930.12,1208.45,1014.95
2024-09-27,Kolar,Tomato,856.23,1118.24,1374.03,1115.13
2024-09-28,Kolar,Tomato,672.7,770.22,872.41,772.56
2024-09-29,Kolar,Tomato,515.88,660.11,761.61,638.75
2024-09-30,Kolar,Tomato,500.66,618.78,782.17,641.42
2024-10-01,Kolar,Tomato,741.72,930.06,1112.6,927.16
2024-10-02,Kolar,Tomato,501.25,618.81,810.09,655.67
2024-10-03,Kolar,Tomato,618.4,800.44,1070.58,844.49
2024-10-04,Kolar,Tomato,741.35,898.02,1168.69,955.02
2024-10-05,Kolar,Tomato,755.62,868.28,1037.06,896.34
2024-10-06,Kolar,Tomato,732.74,897.71,1164.49,948.61
2024-10-07,Kolar,Tomato,719.84,874.02,1038.22,879.03
2024-10-08,Kolar,Tomato,878.71,1001.59,1143.59,1011.15
2024-10-09,Kolar,Tomato,628.85,734.71,814.32,721.58
2024-10-10,Kolar,Tomato,633.08,768.7,919.7,776.39
2024-10-11,Kolar,Tomato,598.01,758.26,1005.37,801.69
2024-10-12,Kolar,Tomato,840.13,951.73,1103.77,971.95
2024-10-13,Kolar,Tomato,804.24,961.37,1107.14,955.69
2024-10-14,Kolar,Tomato,711.73,908.77,1219.99,965.86
2024-10-15,Kolar,Tomato,788.81,998.03,1104.07,946.44
2024-10-16,Kolar,Tomato,623.36,716.12,928.41,775.89
2024-10-17,Kolar,Tomato,801.35,1059.11,1250.11,1025.73
2024-10-18,Kolar,Tomato,937.89,1043.48,1157.6,1047.75
2024-10-19,Kolar,Tomato,731.61,950.69,1263.9,997.75
2024-10-20,Kolar,Tomato,937.26,1078.04,1223.48,1080.37
2024-10-21,Kolar,Tomato,540.01,667.33,826.12,683.06
2024-10-22,Kolar,Tomato,663.32,805.17,940.85,802.09
2024-10-23,Kolar,Tomato,689.73,781.93,872.86,781.3
2024-10-24,Kolar,Tomato,778.55,958.88,1066.74,922.64
2024-10-25,Kolar,Tomato,621.73,748.51,844.99,733.36
2024-10-26,Kolar,Tomato,732.96,967.73,1081.77,907.36
2024-10-27,Kolar,Tomato,783.13,1043.68,1346.5,1064.81
2024-10-28,Kolar,Tomato,759.27,965.11,1178.77,969.02
2024-10-29,Kolar,Tomato,782.45,918.27,1088.82,935.64
2024-10-30,Kolar,Tomato,590.2,768.3,925.49,757.84
2024-10-31,Kolar,Tomato,604.39,787.92,1049.7,827.04
2024-11-01,Kolar,Tomato,845.95,1042.27,1383.81,1114.88
2024-11-02,Kolar,Tomato,837.59,988.69,1264.45,1051.02
2024-11-03,Kolar,Tomato,765.48,893.41,1180.35,972.91
2024-11-04,Kolar,Tomato,660.98,850.94,1004.04,832.51
2024-11-05,Kolar,Tomato,503.69,661.06,790.16,646.92
2024-11-06,Kolar,Tomato,693.96,778.8,976.17,835.07
2024-11-07,Kolar,Tomato,899.49,1139.89,1431.6,1165.54
2024-11-08,Kolar,Tomato,667.41,760.15,927.71,797.56
2024-11-09,Kolar,Tomato,826.66,939.9,1128.03,977.35
2024-11-10,Kolar,Tomato,901.79,1041.48,1402.4,1152.1
2024-11-11,Kolar,Tomato,599.7,773.49,1009.62,804.66
2024-11-12,Kolar,Tomato,829.43,949.8,1148.06,988.75
2024-11-13,Kolar,Tomato,903.3,1043.81,1337.98,1120.64
2024-11-14,Kolar,Tomato,786.15,936.44,1093.2,939.67
2024-11-15,Kolar,Tomato,1027.07,1282.9,1443.32,1235.19
2024-11-16,Kolar,Tomato,585.94,742.28,881.9,733.92
2024-11-17,Kolar,Tomato,824.7,1073.43,1288.91,1056.81
2024-11-18,Kolar,Tomato,768.27,929.58,1026.38,897.32
2024-11-19,Kolar,Tomato,877.12,1046.94,1364.9,1121.01
2024-11-20,Kolar,Tomato,813.0,1011.32,1203.27,1008.13
2024-11-21,Kolar,Tomato,718.22,874.49,1088.84,903.53
2024-11-22,Kolar,Tomato,799.79,994.11,1111.91,955.85
2024-11-23,Kolar,Tomato,632.84,747.91,855.42,744.13
2024-11-24,Kolar,Tomato,927.25,1047.51,1385.26,1156.25
